loan_id,issue_date,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,fico_score,revol_util,total_pymnt,loan_status
205,2016-07-01,20000,20000,36 months,13.88,682.39,C,9 years,RENT,35948,credit_card,IL,17.94,629,28.72,9912.91,1
206,2017-01-01,5000,5000,36 months,7.74,156.08,A,6 years,MORTGAGE,81041,debt_consolidation,FL,33.25,647,18.31,6409.02,0
207,2016-08-01,25000,25000,36 months,5.13,750.73,A,6 years,RENT,55007,small_business,GA,12.67,669,37.45,30158.35,0
208,2016-11-01,15000,15000,36 months,17.89,541.46,D,9 years,OWN,33717,debt_consolidation,IL,25.04,763,70.81,5493.28,1
209,2018-04-01,30000,30000,36 months,6.49,919.33,A,3 years,RENT,18874,major_purchase,NY,33.06,794,48.23,41810.66,0
210,2016-09-01,5000,5000,36 months,6.33,152.86,A,< 1 year,MORTGAGE,45955,credit_card,FL,17.81,807,20.83,6114.82,0
211,2017-06-01,25000,25000,60 months,13.97,581.32,C,2 years,OWN,81892,home_improvement,IL,39.92,720,65.35,6133.17,1
212,2017-11-01,25000,25000,36 months,16.95,890.7,D,3 years,RENT,74645,home_improvement,FL,9.3,789,49.36,28692.64,0
213,2018-05-01,20000,20000,36 months,17.6,719.04,D,5 years,MORTGAGE,143210,credit_card,NY,7.12,700,39.04,9006.84,1
214,2018-03-01,20000,20000,36 months,8.71,633.3,B,5 years,RENT,33121,credit_card,FL,43.08,704,47.02,25124.76,0
215,2015-05-01,20000,20000,36 months,16.96,712.66,D,9 years,RENT,22242,debt_consolidation,CA,10.27,778,18.22,26234.61,0
216,2015-12-01,25000,25000,36 months,11.06,819.18,B,5 years,MORTGAGE,59040,credit_card,OH,15.5,633,67.77,27707.24,0
217,2018-01-01,35000,35000,60 months,10.09,745.2,B,10+ years,RENT,55650,major_purchase,NC,40.17,658,33.05,43289.52,0
218,2018-11-01,15000,15000,60 months,17.66,378.13,D,5 years,MORTGAGE,48878,debt_consolidation,TX,17.72,668,20.08,4641.35,1
219,2016-12-01,20000,20000,60 months,13.96,464.95,C,8 years,RENT,31324,home_improvement,MI,7.06,584,23.11,2458.83,1
220,2016-09-01,10000,10000,36 months,20.89,376.19,E,3 years,RENT,15000,debt_consolidation,IL,25.35,797,81.58,2993.75,1
221,2016-02-01,15000,15000,36 months,16.99,534.72,D,3 years,OWN,26796,home_improvement,CA,37.2,637,49.42,16875.26,0
222,2016-05-01,10000,10000,36 months,12.2,333.1,C,2 years,RENT,68476,other,TX,12.56,774,29.38,13828.3,0
223,2015-12-01,5000,5000,36 months,5.37,150.69,A,9 years,RENT,58126,small_business,MI,37.09,625,18.92,5639.27,0
224,2015-11-01,20000,20000,36 months,8.27,629.22,B,10+ years,OWN,87479,medical,MI,37.96,765,22.6,25306.66,0
225,2018-03-01,10000,10000,36 months,9.49,320.28,B,4 years,RENT,60301,medical,NY,14.93,614,7.25,12053.01,0
226,2017-01-01,30000,30000,60 months,9.84,635.05,B,9 years,RENT,76237,other,MI,16.19,650,58.6,34442.05,0
227,2016-12-01,15000,15000,60 months,31.45,498.75,G,1 year,MORTGAGE,77562,other,TX,9.73,654,93.04,2028.22,1
228,2018-01-01,25000,25000,36 months,10.31,810.32,B,< 1 year,MORTGAGE,49626,credit_card,PA,41.77,729,15.79,31808.3,0
229,2015-05-01,15000,15000,36 months,23.35,583.39,E,5 years,RENT,49836,credit_card,IL,23.79,629,81.26,16523.91,0
230,2015-09-01,25000,25000,36 months,14.0,854.44,C,3 years,MORTGAGE,15000,credit_card,NC,28.47,730,15.93,27701.18,0
231,2016-12-01,25000,25000,36 months,16.1,880.16,D,2 years,OWN,33059,major_purchase,NC,11.33,775,32.73,30205.58,0
232,2016-08-01,15000,15000,60 months,14.55,353.32,C,8 years,MORTGAGE,33926,medical,FL,21.05,651,13.19,17080.02,0
233,2017-03-01,30000,30000,36 months,13.67,1020.53,C,6 years,RENT,45922,credit_card,IL,22.32,700,47.54,35113.32,0
234,2017-04-01,10000,10000,36 months,12.55,334.78,C,9 years,MORTGAGE,28051,other,GA,34.53,747,35.18,3747.86,1
235,2016-02-01,15000,15000,36 months,5.35,451.92,A,5 years,RENT,86037,credit_card,PA,41.81,716,42.87,18397.38,0
236,2016-03-01,15000,15000,36 months,16.01,527.43,D,10+ years,MORTGAGE,28885,debt_consolidation,NY,35.93,768,54.48,18639.09,0
237,2017-04-01,20000,20000,60 months,10.76,432.46,B,5 years,RENT,94983,major_purchase,TX,29.5,770,45.07,25130.43,0
238,2015-11-01,15000,15000,60 months,6.82,295.75,A,5 years,MORTGAGE,27537,debt_consolidation,GA,21.5,724,60.12,17438.66,0
239,2015-05-01,5000,5000,36 months,12.18,166.5,C,4 years,MORTGAGE,34123,credit_card,NY,33.04,609,29.86,6982.52,0
240,2016-12-01,5000,5000,36 months,7.49,155.51,A,8 years,MORTGAGE,32601,debt_consolidation,TX,6.16,721,43.26,6347.89,0
241,2017-06-01,30000,30000,36 months,26.68,1219.61,F,8 years,MORTGAGE,36397,debt_consolidation,TX,19.89,742,37.02,6775.35,1
242,2018-09-01,20000,20000,36 months,26.51,811.26,F,5 years,MORTGAGE,99427,debt_consolidation,CA,25.6,588,43.84,24237.83,0
243,2017-12-01,10000,10000,36 months,24.65,395.75,F,5 years,OWN,40285,credit_card,FL,19.07,599,38.71,5288.17,1
244,2018-06-01,30000,30000,60 months,11.58,660.98,B,2 years,RENT,40904,credit_card,FL,8.69,682,37.47,41695.32,0
245,2017-09-01,20000,20000,36 months,6.7,614.8,A,7 years,OWN,31411,other,GA,28.43,785,63.37,25560.98,0
246,2017-08-01,25000,25000,36 months,24.61,988.85,F,2 years,MORTGAGE,41945,small_business,MI,36.24,699,37.22,12344.94,1
247,2016-09-01,15000,15000,36 months,8.89,476.23,B,2 years,MORTGAGE,55818,home_improvement,CA,37.29,670,56.57,6889.41,1
248,2018-12-01,25000,25000,36 months,29.51,1054.59,G,< 1 year,OWN,43083,credit_card,GA,14.84,595,26.34,33345.27,0
249,2015-06-01,20000,20000,36 months,31.99,870.98,G,6 years,OWN,44793,credit_card,PA,13.16,741,79.29,11245.85,1
250,2018-01-01,20000,20000,60 months,22.77,561.17,E,10+ years,RENT,90184,credit_card,OH,32.32,745,48.62,11202.03,1
251,2016-02-01,10000,10000,36 months,11.19,328.29,B,6 years,MORTGAGE,57767,credit_card,PA,38.19,676,39.2,12262.35,0
252,2015-01-01,15000,15000,36 months,11.16,492.22,B,8 years,RENT,24574,debt_consolidation,FL,30.03,657,19.22,19274.4,0
253,2018-05-01,5000,5000,60 months,20.23,133.11,E,10+ years,MORTGAGE,46576,credit_card,TX,11.07,814,20.45,5588.61,0
254,2015-09-01,10000,10000,60 months,8.89,207.05,B,9 years,RENT,35489,other,IL,27.05,739,7.95,12193.66,0
255,2018-02-01,25000,25000,60 months,5.81,481.11,A,5 years,MORTGAGE,67011,other,FL,16.59,742,27.02,27699.13,0
256,2015-03-01,20000,20000,36 months,13.61,679.77,C,7 years,RENT,52143,home_improvement,PA,7.47,590,31.02,25381.43,0
257,2015-04-01,25000,25000,60 months,25.72,744.37,F,9 years,OWN,96585,major_purchase,TX,26.5,691,33.67,13755.9,1
258,2018-06-01,20000,20000,60 months,16.32,489.77,D,8 years,RENT,31444,debt_consolidation,GA,42.77,655,61.46,25642.87,0
259,2016-02-01,15000,15000,60 months,15.83,363.42,C,1 year,MORTGAGE,43675,credit_card,NC,14.7,732,47.06,6569.94,1
260,2016-09-01,25000,25000,36 months,7.88,782.03,A,8 years,MORTGAGE,25887,debt_consolidation,NY,29.38,731,61.88,2793.16,1
261,2017-01-01,5000,5000,36 months,15.6,174.8,C,1 year,RENT,47806,debt_consolidation,NC,8.95,789,74.21,6742.3,0
262,2018-04-01,20000,20000,60 months,31.47,665.24,G,7 years,OWN,19497,medical,TX,27.34,641,71.45,5027.79,1
263,2015-04-01,20000,20000,36 months,6.4,612.07,A,8 years,RENT,59449,major_purchase,CA,10.87,842,14.49,27713.62,0
264,2015-02-01,5000,5000,36 months,14.15,171.25,C,3 years,RENT,47416,other,PA,20.92,596,42.74,6775.81,0
265,2015-10-01,10000,10000,36 months,20.02,371.74,E,10+ years,RENT,53804,credit_card,MI,24.45,819,48.46,13705.01,0
266,2015-12-01,15000,15000,36 months,18.08,542.89,D,1 year,MORTGAGE,78659,debt_consolidation,TX,37.07,641,18.61,17977.15,0
267,2017-05-01,5000,5000,60 months,17.13,124.61,D,8 years,MORTGAGE,56099,credit_card,IL,6.74,785,30.45,5790.96,0
268,2017-10-01,10000,10000,36 months,17.96,361.32,D,< 1 year,MORTGAGE,22786,debt_consolidation,GA,6.86,665,25.74,11298.09,0
269,2016-11-01,5000,5000,36 months,8.45,157.72,B,< 1 year,OWN,35118,debt_consolidation,MI,29.41,676,76.86,943.2,1
270,2015-12-01,10000,10000,60 months,9.82,211.59,B,6 years,MORTGAGE,46718,credit_card,IL,8.76,794,26.07,12608.69,0
271,2016-08-01,35000,35000,36 months,22.06,1337.75,E,9 years,OWN,40261,credit_card,GA,19.84,826,56.12,18214.33,1
272,2018-01-01,15000,15000,60 months,21.09,406.56,E,3 years,RENT,43322,major_purchase,OH,21.01,626,26.33,18467.18,0
273,2018-05-01,30000,30000,36 months,22.66,1155.98,E,6 years,RENT,129686,major_purchase,NC,21.7,582,69.0,36137.41,0
274,2015-08-01,25000,25000,60 months,24.19,721.96,F,6 years,MORTGAGE,52063,medical,TX,30.79,706,52.2,28550.9,0
275,2016-04-01,10000,10000,36 months,14.63,344.84,C,1 year,MORTGAGE,61657,debt_consolidation,OH,41.73,596,18.6,2189.45,1
276,2015-06-01,30000,30000,36 months,14.18,1027.95,C,5 years,MORTGAGE,15000,home_improvement,MI,21.24,582,60.72,37063.9,0
277,2016-08-01,10000,10000,36 months,17.94,361.22,D,10+ years,RENT,76695,other,NC,28.35,682,67.04,12937.83,0
278,2016-08-01,10000,10000,60 months,12.97,227.38,C,< 1 year,MORTGAGE,271353,debt_consolidation,NC,18.51,821,25.08,11351.16,0
279,2017-09-01,10000,10000,60 months,19.55,262.44,D,9 years,MORTGAGE,109907,other,FL,14.2,612,73.11,13268.49,0
280,2016-10-01,15000,15000,36 months,16.06,527.8,D,1 year,MORTGAGE,37642,credit_card,PA,10.34,670,36.6,20721.45,0
281,2018-12-01,5000,5000,36 months,22.93,193.37,E,6 years,MORTGAGE,192650,credit_card,PA,6.24,849,27.27,6189.54,0
282,2017-05-01,25000,25000,36 months,11.31,822.14,B,< 1 year,MORTGAGE,49836,debt_consolidation,NY,6.27,590,7.71,31410.38,0
283,2017-11-01,5000,5000,60 months,8.31,102.13,B,7 years,MORTGAGE,58919,debt_consolidation,CA,43.65,595,30.73,5845.59,0
284,2015-08-01,15000,15000,36 months,7.82,468.8,A,5 years,MORTGAGE,41753,small_business,OH,7.3,682,34.96,18788.25,0
285,2017-01-01,5000,5000,60 months,15.56,120.42,C,9 years,MORTGAGE,41110,major_purchase,TX,12.62,805,9.23,746.13,1
286,2017-06-01,20000,20000,36 months,6.27,610.89,A,9 years,MORTGAGE,15000,debt_consolidation,OH,41.84,631,15.44,27026.47,0
287,2017-11-01,15000,15000,36 months,14.2,514.12,C,10+ years,RENT,78629,home_improvement,OH,18.35,689,42.79,4715.04,1
288,2018-11-01,5000,5000,60 months,13.72,115.62,C,1 year,RENT,41019,other,NC,30.26,606,12.1,6805.59,0
289,2017-10-01,15000,15000,60 months,8.48,307.6,B,< 1 year,RENT,43790,home_improvement,CA,21.56,794,71.42,20769.15,0
290,2018-12-01,10000,10000,36 months,14.9,346.16,C,6 years,OWN,57757,medical,PA,36.28,616,10.23,13712.12,0
291,2017-09-01,30000,30000,36 months,7.46,932.64,A,1 year,MORTGAGE,38225,credit_card,GA,26.69,833,16.59,35840.25,0
292,2016-02-01,20000,20000,36 months,6.76,615.35,A,< 1 year,OWN,57428,small_business,NY,22.79,813,42.05,25694.46,0
293,2018-01-01,25000,25000,60 months,21.57,684.37,E,< 1 year,OWN,100895,debt_consolidation,MI,41.15,680,52.4,30162.62,0
294,2018-11-01,5000,5000,36 months,8.22,157.19,B,1 year,MORTGAGE,62497,small_business,CA,36.02,605,48.07,5880.14,0
295,2018-09-01,5000,5000,36 months,6.52,153.29,A,4 years,RENT,44707,small_business,TX,35.1,637,28.89,6356.02,0
296,2017-01-01,10000,10000,36 months,14.8,345.67,C,5 years,MORTGAGE,45519,debt_consolidation,IL,30.51,845,43.42,12820.33,0
297,2015-06-01,30000,30000,60 months,19.81,791.65,D,5 years,MORTGAGE,55290,debt_consolidation,GA,38.17,742,9.5,9283.76,1
298,2016-12-01,5000,5000,36 months,9.62,160.45,B,8 years,MORTGAGE,29753,home_improvement,IL,19.12,635,35.88,6005.09,0
299,2018-07-01,15000,15000,60 months,12.45,337.09,C,4 years,RENT,55532,small_business,TX,36.82,773,55.81,16684.37,0
300,2017-03-01,5000,5000,36 months,7.81,156.24,A,8 years,RENT,73920,credit_card,CA,30.39,690,40.82,5685.41,0
301,2016-02-01,25000,25000,60 months,7.12,496.45,A,7 years,MORTGAGE,51663,home_improvement,OH,11.35,785,27.17,29494.13,0
302,2018-02-01,15000,15000,60 months,12.97,341.07,C,3 years,MORTGAGE,38006,credit_card,GA,44.64,843,23.63,5025.94,1
303,2015-12-01,20000,20000,60 months,13.86,463.91,C,8 years,RENT,41263,debt_consolidation,FL,22.16,733,36.74,26554.41,0
304,2016-01-01,5000,5000,60 months,14.4,117.38,C,1 year,MORTGAGE,72497,major_purchase,MI,6.99,779,51.24,6746.24,0
305,2016-11-01,15000,15000,36 months,17.73,540.26,D,10+ years,OWN,25333,major_purchase,MI,41.07,595,72.86,19801.5,0
306,2017-09-01,5000,5000,60 months,29.53,160.33,G,9 years,RENT,30035,debt_consolidation,NC,22.13,675,53.44,2268.89,1
307,2016-04-01,10000,10000,36 months,13.89,341.24,C,2 years,MORTGAGE,18692,small_business,TX,13.21,795,36.08,11816.09,0
308,2018-06-01,10000,10000,60 months,8.54,205.36,B,1 year,MORTGAGE,50031,credit_card,OH,36.77,648,80.09,5476.09,1
309,2017-05-01,15000,15000,36 months,19.93,556.92,D,6 years,OWN,82218,debt_consolidation,TX,10.05,608,60.84,20120.55,0
310,2017-09-01,30000,30000,36 months,10.49,974.93,B,7 years,MORTGAGE,108976,debt_consolidation,OH,44.52,837,40.83,34937.28,0
311,2016-09-01,15000,15000,60 months,10.94,325.69,B,7 years,OWN,124144,debt_consolidation,CA,5.66,841,60.27,4433.25,1
312,2017-09-01,30000,30000,60 months,6.07,580.96,A,1 year,MORTGAGE,32393,other,MI,39.92,799,28.06,34437.06,0
313,2017-04-01,25000,25000,36 months,7.93,782.6,A,< 1 year,RENT,56955,debt_consolidation,NC,31.17,738,36.48,30299.81,0
314,2016-05-01,20000,20000,36 months,28.49,832.58,G,8 years,OWN,38507,home_improvement,IL,44.88,771,41.99,22843.44,0
315,2017-04-01,25000,25000,36 months,20.79,939.18,E,2 years,RENT,131740,debt_consolidation,NY,30.95,715,47.56,31618.89,0
316,2016-04-01,20000,20000,60 months,18.99,518.7,D,1 year,MORTGAGE,107158,other,TX,13.88,710,11.45,25495.55,0
317,2018-06-01,10000,10000,36 months,9.93,322.34,B,1 year,MORTGAGE,54222,debt_consolidation,CA,35.34,663,35.87,13192.48,0
318,2016-12-01,25000,25000,36 months,6.8,769.64,A,10+ years,RENT,33805,home_improvement,PA,22.67,643,10.92,32068.44,0
319,2017-11-01,15000,15000,36 months,7.92,469.49,A,6 years,MORTGAGE,15000,debt_consolidation,GA,37.49,681,80.44,16673.44,0
320,2016-09-01,10000,10000,36 months,8.46,315.49,B,2 years,MORTGAGE,20740,debt_consolidation,MI,35.65,682,35.07,12860.13,0
321,2015-07-01,25000,25000,60 months,14.67,590.43,C,< 1 year,RENT,16133,home_improvement,GA,6.5,672,68.14,31132.12,0
322,2016-06-01,20000,20000,60 months,18.25,510.59,D,8 years,MORTGAGE,20583,debt_consolidation,MI,41.19,696,25.89,8136.93,1
323,2017-08-01,10000,10000,60 months,18.0,253.93,D,8 years,MORTGAGE,151343,other,NC,36.11,604,27.8,4939.81,1
324,2016-09-01,30000,30000,36 months,9.68,963.51,B,6 years,RENT,22538,home_improvement,PA,23.57,610,47.32,35628.77,0
325,2015-03-01,15000,15000,36 months,25.18,597.83,F,5 years,MORTGAGE,25937,credit_card,NY,10.79,801,8.92,16526.58,0
326,2018-12-01,5000,5000,60 months,19.75,131.77,D,4 years,RENT,28217,debt_consolidation,NC,37.64,721,85.57,2842.36,1
327,2017-04-01,15000,15000,60 months,14.73,354.73,C,3 years,MORTGAGE,233077,other,CA,21.89,630,22.74,17371.52,0
328,2016-05-01,35000,35000,60 months,12.95,795.46,C,1 year,OWN,47217,debt_consolidation,NC,25.95,655,44.54,46276.37,0
329,2018-12-01,10000,10000,36 months,10.8,326.44,B,6 years,RENT,89011,debt_consolidation,PA,41.45,600,32.84,11323.6,0
330,2017-04-01,10000,10000,36 months,9.49,320.28,B,< 1 year,OWN,54460,debt_consolidation,IL,13.63,629,25.03,12855.78,0
331,2016-11-01,10000,10000,60 months,10.21,213.51,B,7 years,OWN,15000,other,MI,22.46,784,35.97,12511.26,0
332,2018-11-01,10000,10000,36 months,18.88,365.95,D,5 years,RENT,122956,medical,TX,13.63,820,10.3,5070.6,1
333,2017-11-01,5000,5000,36 months,6.99,154.36,A,1 year,RENT,62358,major_purchase,FL,15.62,755,64.35,6831.05,0
334,2016-03-01,15000,15000,60 months,5.23,284.65,A,2 years,MORTGAGE,45568,debt_consolidation,NC,15.19,587,60.72,20157.87,0
335,2016-03-01,25000,25000,36 months,5.93,759.76,A,7 years,OTHER,140938,credit_card,IL,44.94,748,27.47,33760.3,0
336,2017-08-01,10000,10000,60 months,6.8,197.07,A,9 years,MORTGAGE,39817,debt_consolidation,MI,34.5,790,36.56,12564.6,0
337,2018-09-01,20000,20000,36 months,23.68,781.3,E,6 years,MORTGAGE,44952,medical,CA,44.69,609,77.81,5783.99,1
338,2015-09-01,20000,20000,60 months,16.61,492.87,D,7 years,MORTGAGE,39852,medical,OH,38.84,613,78.08,4665.07,1
339,2017-07-01,10000,10000,36 months,14.99,346.6,C,2 years,RENT,93505,other,PA,17.04,809,56.93,4458.28,1
340,2015-06-01,20000,20000,60 months,6.81,394.23,A,3 years,RENT,79881,home_improvement,NY,11.17,721,14.47,26500.09,0
341,2017-12-01,15000,15000,36 months,14.62,517.19,C,6 years,RENT,57940,debt_consolidation,CA,16.24,628,72.96,17140.21,0
342,2015-10-01,10000,10000,60 months,12.21,223.51,C,1 year,RENT,26080,debt_consolidation,PA,41.18,656,33.77,13263.44,0
343,2018-03-01,5000,5000,60 months,5.47,95.44,A,3 years,RENT,39256,debt_consolidation,FL,31.75,716,63.15,6643.74,0
344,2016-12-01,15000,15000,60 months,8.7,309.2,B,2 years,RENT,26075,debt_consolidation,GA,16.99,738,36.6,18308.55,0
345,2017-01-01,10000,10000,36 months,11.3,328.81,B,< 1 year,OWN,98343,debt_consolidation,OH,27.61,783,19.43,12605.88,0
346,2015-04-01,10000,10000,60 months,14.85,237.11,C,5 years,RENT,19056,debt_consolidation,NC,15.61,626,74.18,13274.68,0
347,2016-09-01,20000,20000,36 months,15.37,696.94,C,1 year,OWN,127595,debt_consolidation,TX,15.21,741,23.54,10772.79,1
348,2018-08-01,20000,20000,36 months,7.12,618.64,A,8 years,RENT,106148,credit_card,PA,36.74,830,21.33,26947.82,0
349,2017-05-01,30000,30000,60 months,10.83,649.73,B,7 years,MORTGAGE,28250,debt_consolidation,TX,17.58,765,32.37,40239.76,0
350,2015-04-01,5000,5000,60 months,15.07,119.13,C,9 years,RENT,38181,home_improvement,GA,24.81,778,43.5,1367.08,1
351,2018-10-01,30000,30000,60 months,12.14,669.46,C,6 years,OTHER,31969,debt_consolidation,GA,30.73,641,22.58,3940.27,1
352,2017-08-01,20000,20000,36 months,21.67,760.4,E,7 years,RENT,63458,credit_card,CA,20.48,696,24.44,22402.32,0
353,2018-01-01,20000,20000,36 months,17.9,722.05,D,5 years,OWN,114401,other,NY,25.2,614,16.2,23367.46,0
354,2017-08-01,35000,35000,60 months,6.82,690.07,A,2 years,RENT,99844,major_purchase,GA,30.08,670,35.7,40193.22,0
355,2016-07-01,5000,5000,60 months,5.73,96.04,A,9 years,MORTGAGE,37806,credit_card,IL,23.77,761,33.76,6377.1,0
356,2018-08-01,25000,25000,60 months,15.13,596.46,C,1 year,MORTGAGE,104076,other,PA,35.67,844,26.68,30613.6,0
357,2018-09-01,20000,20000,60 months,6.91,395.18,A,< 1 year,OWN,99021,other,FL,29.15,820,44.43,26594.5,0
358,2016-05-01,10000,10000,36 months,14.73,345.33,C,8 years,RENT,43769,major_purchase,NC,35.42,590,41.44,5885.85,1
359,2016-04-01,25000,25000,60 months,24.28,723.27,F,10+ years,OWN,48743,credit_card,NC,29.71,698,90.32,13493.73,1
360,2017-10-01,10000,10000,36 months,14.74,345.38,C,6 years,OWN,123627,credit_card,OH,10.86,596,65.36,11323.14,0
361,2017-02-01,10000,10000,60 months,11.44,219.62,B,< 1 year,RENT,92504,debt_consolidation,GA,30.02,835,73.47,11018.98,0
362,2018-01-01,20000,20000,60 months,13.98,465.16,C,7 years,OWN,102218,debt_consolidation,IL,22.67,657,27.54,23422.03,0
363,2016-01-01,15000,15000,36 months,14.36,515.29,C,2 years,OWN,231244,medical,IL,16.0,823,81.03,5826.15,1
364,2016-10-01,10000,10000,60 months,15.35,239.74,C,2 years,MORTGAGE,68074,home_improvement,PA,6.06,794,49.83,12548.6,0
365,2017-06-01,20000,20000,36 months,25.26,797.95,F,8 years,MORTGAGE,59599,credit_card,TX,24.16,680,51.66,24588.87,0
366,2018-08-01,10000,10000,36 months,8.89,317.49,B,3 years,MORTGAGE,110720,medical,IL,28.4,641,26.34,11648.24,0
367,2017-08-01,15000,15000,36 months,31.56,649.66,G,5 years,RENT,161569,debt_consolidation,IL,6.05,813,43.65,4177.38,1
368,2015-12-01,10000,10000,36 months,24.41,394.48,F,2 years,RENT,33967,credit_card,PA,34.76,827,64.32,2270.26,1
369,2017-06-01,15000,15000,36 months,5.13,450.44,A,5 years,MORTGAGE,43429,credit_card,MI,25.41,734,51.53,20344.3,0
370,2016-08-01,10000,10000,36 months,6.56,306.76,A,10+ years,MORTGAGE,26605,home_improvement,TX,30.67,822,56.25,2016.12,1
371,2018-02-01,15000,15000,60 months,7.2,298.44,A,8 years,RENT,60213,credit_card,CA,16.91,699,58.71,20211.94,0
372,2018-08-01,10000,10000,60 months,7.26,199.24,A,10+ years,MORTGAGE,83579,debt_consolidation,IL,21.44,758,25.46,11434.95,0
373,2016-01-01,10000,10000,60 months,7.55,200.62,A,1 year,RENT,27741,other,NC,17.46,742,65.03,13835.61,0
374,2016-10-01,10000,10000,36 months,19.62,369.7,D,1 year,MORTGAGE,96787,credit_card,NC,40.35,742,24.01,1311.32,1
375,2015-12-01,10000,10000,36 months,5.02,299.8,A,10+ years,RENT,37346,major_purchase,GA,25.82,778,15.99,13801.58,0
376,2015-08-01,25000,25000,60 months,11.27,546.93,B,10+ years,MORTGAGE,35565,credit_card,NC,6.92,713,6.5,31872.22,0
377,2017-02-01,15000,15000,36 months,22.95,580.25,E,< 1 year,MORTGAGE,96564,debt_consolidation,TX,6.98,597,60.3,20964.76,0
378,2017-11-01,15000,15000,60 months,6.37,292.58,A,6 years,RENT,33688,debt_consolidation,TX,35.85,689,23.98,18307.2,0
379,2018-07-01,20000,20000,60 months,21.11,542.31,E,1 year,OTHER,21118,debt_consolidation,PA,24.1,748,49.07,6259.2,1
380,2017-04-01,25000,25000,60 months,8.8,516.54,B,3 years,OTHER,76587,major_purchase,TX,7.49,725,43.35,34139.81,0
381,2015-07-01,10000,10000,60 months,7.02,198.11,A,2 years,RENT,45296,home_improvement,CA,7.43,790,4.76,11223.01,0
382,2016-06-01,25000,25000,60 months,16.82,618.9,D,1 year,RENT,100592,credit_card,FL,38.42,697,13.51,13062.88,1
383,2018-03-01,10000,10000,36 months,13.62,339.93,C,1 year,MORTGAGE,80805,other,GA,30.56,781,22.62,11799.01,0
384,2018-07-01,25000,25000,36 months,20.24,932.15,E,6 years,RENT,17171,debt_consolidation,MI,19.97,614,36.97,5143.58,1
385,2017-09-01,25000,25000,60 months,19.39,653.89,D,6 years,MORTGAGE,107938,major_purchase,PA,6.7,615,17.89,28274.49,0
386,2018-08-01,20000,20000,36 months,22.47,768.68,E,10+ years,MORTGAGE,153253,credit_card,GA,13.01,693,87.95,25498.59,0
387,2018-08-01,10000,10000,60 months,11.46,219.73,B,2 years,MORTGAGE,91140,home_improvement,FL,20.47,585,47.22,13060.07,0
388,2018-06-01,15000,15000,60 months,6.73,295.11,A,8 years,RENT,93369,medical,IL,37.24,641,34.7,6506.88,1
389,2017-04-01,25000,25000,60 months,18.45,640.97,D,5 years,RENT,42251,home_improvement,GA,26.33,814,56.36,29411.57,0
390,2017-08-01,5000,5000,36 months,23.26,194.23,E,1 year,OWN,36826,debt_consolidation,NC,20.9,630,16.23,2586.32,1
